index,RIC
0,CGIq.L^D99
1,0003q.L^J08
2,0010q.L^J08
3,0020q.L^J08
4,0023q.L^J08
5,0041q.L^J08
6,0054q.L^J08
7,0083q.L^J08
8,0101q.L^J08
9,0166q.L^A97
10,0267q.L^J08
11,0291q.L^J08
12,0330q.L^J08
13,0363q.L^J08
14,0504q.L^D05
15,0511q.L^A98
16,0525q.L^J08
17,0557q.L^A01
18,0762q.L^J08
19,0992q.L^J08
20,0A19.L^D23
21,0A3Y.L^C19
22,0A7A.L^A23
23,0A85.L^C23
24,0A97.L^B23
25,0AGT.L^C19
26,0B5W.L^B22
27,0BCR.L^C23
28,0DFI.L^A08
29,0DG7.L^D10
30,0DHK.L^B11
31,0DHS.L^D10
32,0DHW.L^D17
33,0DJ9.L^A08
34,0DK3.L^D09
35,0DK5.L^A08
36,0DKM.L^D10
37,0DNG.L^A08
38,0DOU.L^A08
39,0DQG.L^C16
40,0DRM.L^D22
41,0DW3.L^D10
42,0DXD.L^C15
43,0DY0.L^D10
44,0DYU.L^A08
45,0DZ3.L^C22
46,0E0C.L^A23
47,0E3W.L^D15
48,0E40.L^C23
49,0E4K.L^A08
50,0E65.L^D21
51,0E87.L^C19
52,0E8A.L^A21
53,0E94.L^D10
54,0EAT.L^D21
55,0ECX.L^C09
56,0EDH.L^D10
57,0EDM.L^D22
58,0EED.L^B09
59,0EEU.L^A22
60,0EF3.L^A08
61,0EF9.L^D21
62,0EGU.L^A08
63,0EIA.L^A22
64,0EID.L^C19
65,0EJK.L^D10
66,0EJY.L^C19
67,0ELN.L^D21
68,0EM4.L^C19
69,0EMR.L^C19
70,0EO4.L^D10
71,0EOJ.L^A08
72,0EQB.L^C09
73,0ERP.L^A11
74,0ERU.L^A08
75,0ERV.L^D10
76,0ESQ.L^A08
77,0ET6.L^A08
78,0EX8.L^D09
79,0EXQ.L^D21
80,0EXT.L^D10
81,0F11.L^A10
82,0F6E.L^A08
83,0F6I.L^B23
84,0F7P.L^D21
85,0F89.L^D22
86,0FA6.L^D10
87,0FAU.L^C09
88,0FB8.L^D20
89,0FDI.L^A09
90,0FF0.L^D21
91,0FGN.L^A08
92,0FIE.L^B22
93,0FIP.L^D10
94,0FIW.L^A08
95,0FJ3.L^B09
96,0FJO.L^D10
97,0FM2.L^C23
98,0FR0.L^C20
99,0FSV.L^A08
100,0FX5.L^A23
101,0FXK.L^D10
102,0FYL.L^D10
103,0FZM.L^A08
104,0G0J.L^D10
105,0G0Q.L^C19
106,0G3U.L^K19
107,0G4J.L^A21
108,0G5M.L^D17
109,0G6U.L^D10
110,0G8E.L^D10
111,0G8X.L^A08
112,0GAN.L^D21
113,0GC7.L^C19
114,0GCZ.L^D21
115,0GD4.L^D10
116,0GEB.L^A08
117,0GGZ.L^A08
118,0GIG.L^C09
119,0GIK.L^D10
120,0GKF.L^B21
121,0GKL.L^C19
122,0GM4.L^C09
123,0GMB.L^A08
124,0GMD.L^A08
125,0GMG.L^A08
126,0GMI.L^A08
127,0GMQ.L^A08
128,0GMT.L^A08
129,0GMV.L^A08
130,0GMW.L^B21
131,0GN3.L^A08
132,0GN7.L^A08
133,0GN8.L^A08
134,0GNH.L^A08
135,0GNJ.L^A08
136,0GNK.L^A08
137,0GNR.L^A08
138,0GNS.L^A08
139,0GNU.L^A08
140,0GNV.L^A08
141,0GO1.L^A08
142,0GO3.L^A08
143,0GO4.L^A23
144,0GO6.L^A08
145,0GO8.L^A08
146,0GOB.L^A08
147,0GOD.L^D10
148,0GOF.L^A08
149,0GOG.L^A08
150,0GOH.L^A08
151,0GOM.L^A08
152,0GOS.L^A08
153,0GOW.L^A08
154,0GOY.L^A08
155,0GP1.L^A08
156,0GP2.L^A08
157,0GP3.L^A08
158,0GP7.L^A08
159,0GPA.L^A08
160,0GPB.L^A08
161,0GPD.L^A08
162,0GPI.L^A08
163,0GPJ.L^A08
164,0GPL.L^A08
165,0GPW.L^A08
166,0GPZ.L^A08
167,0GQ5.L^A08
168,0GQB.L^A08
169,0GQE.L^A08
170,0GQL.L^D18
171,0GQM.L^A08
172,0GQN.L^A08
173,0GQO.L^A08
174,0GQT.L^A08
175,0GQU.L^A08
176,0GQY.L^A08
177,0GR0.L^A08
178,0GR1.L^B21
179,0GR2.L^A08
180,0GR3.L^A08
181,0GR9.L^A08
182,0GRE.L^A08
183,0GRO.L^A08
184,0GRP.L^A08
185,0GRR.L^A08
186,0GRY.L^A08
187,0GRZ.L^A08
188,0GS2.L^A08
189,0GS3.L^A08
190,0GS5.L^A08
191,0GSB.L^A08
192,0GSE.L^A08
193,0GSH.L^A08
194,0GSI.L^A08
195,0GSQ.L^A08
196,0GSS.L^A08
197,0GT0.L^A08
198,0GT3.L^A08
199,0GT8.L^A08
200,0GTC.L^A08
201,0GTE.L^A08
202,0GTL.L^A08
203,0GTM.L^A08
204,0GTN.L^A08
205,0GTP.L^A08
206,0GTQ.L^A08
207,0GTW.L^A08
208,0GTX.L^A08
209,0GU6.L^A08
210,0GU8.L^A08
211,0GUA.L^A08
212,0GUE.L^A08
213,0GUH.L^A08
214,0GUI.L^A08
215,0GUJ.L^A08
216,0GUN.L^A08
217,0GUO.L^A08
218,0GUR.L^A08
219,0GUT.L^B21
220,0GUX.L^A08
221,0GUZ.L^A08
222,0GV3.L^A08
223,0GV4.L^A08
224,0GV5.L^A08
225,0GVA.L^A08
226,0GVD.L^A08
227,0GVE.L^B21
228,0GVF.L^A08
229,0GVI.L^A08
230,0GVJ.L^A08
231,0GVS.L^A08
232,0GVU.L^A08
233,0GVV.L^A08
234,0GVY.L^A08
235,0GVZ.L^A08
236,0GW2.L^B18
237,0GW3.L^A08
238,0GW6.L^A08
239,0GW7.L^A08
240,0GWB.L^A08
241,0GWI.L^A08
242,0GWK.L^A08
243,0GWP.L^A08
244,0GWR.L^A08
245,0GWS.L^A08
246,0GWV.L^A08
247,0GWW.L^A08
248,0GWX.L^A08
249,0GX5.L^A08
250,0GXD.L^A08
251,0GXH.L^A08
252,0GXK.L^A08
253,0GXL.L^A08
254,0GXM.L^A08
255,0GXO.L^A08
256,0GXQ.L^A08
257,0GXX.L^A08
258,0GY0.L^A08
259,0GY1.L^A08
260,0GY2.L^A08
261,0GY4.L^A08
262,0GY7.L^A08
263,0GY9.L^A08
264,0GYB.L^A08
265,0GYJ.L^A08
266,0GYS.L^A08
267,0GYU.L^C19
268,0GYV.L^A08
269,0GZ9.L^A08
270,0GZB.L^A08
271,0GZC.L^A08
272,0GZE.L^A08
273,0GZG.L^A08
274,0GZH.L^A08
275,0GZM.L^A08
276,0GZO.L^A08
277,0GZQ.L^A08
278,0GZU.L^A08
279,0GZZ.L^A08
280,0H05.L^D10
281,0H07.L^A08
282,0H08.L^A17
283,0H0A.L^A08
284,0H0C.L^A08
285,0H0D.L^A08
286,0H0F.L^A08
287,0H0G.L^A08
288,0H0K.L^A08
289,0H0L.L^A08
290,0H0N.L^A08
291,0H0P.L^A08
292,0H0U.L^A08
293,0H0W.L^A08
294,0H11.L^A08
295,0H13.L^A08
296,0H14.L^A08
297,0H15.L^A08
298,0H16.L^A08
299,0H19.L^A08
300,0H1E.L^A08
301,0H1L.L^A08
302,0H1N.L^A08
303,0H1P.L^A08
304,0H1Q.L^A08
305,0H1S.L^A08
306,0H20.L^A08
307,0H21.L^A08
308,0H22.L^A08
309,0H25.L^A08
310,0H26.L^A08
311,0H29.L^A08
312,0H2A.L^A08
313,0H2E.L^A08
314,0H2F.L^A08
315,0H2G.L^A08
316,0H2J.L^A08
317,0H2N.L^A08
318,0H2W.L^A08
319,0H2Y.L^A08
320,0H2Z.L^A08
321,0H30.L^A08
322,0H32.L^A08
323,0H34.L^A08
324,0H36.L^A08
325,0H37.L^A08
326,0H38.L^A08
327,0H3B.L^A08
328,0H9Q.L^A08
329,0HB7.L^D23
330,0HFD.L^D21
331,0HFJ.L^C09
332,0HGL.L^A08
333,0HGS.L^D17
334,0HI0.L^C20
335,0HJ7.L^D19
336,0HK0.L^D21
337,0HKS.L^D19
338,0HO1.L^D10
339,0HPO.L^B08
340,0HPP.L^B08
341,0HPR.L^B08
342,0HPS.L^B08
343,0HQX.L^C19
344,0HQY.L^A19
345,0HRV.L^C20
346,0HTX.L^D10
347,0HU4.L^C18
348,0HUI.L^A22
349,0HUU.L^B19
350,0HVI.L^B08
351,0HXO.L^D21
352,0HYB.L^J21
353,0HZS.L^D23
354,0HZT.L^D21
355,0I15.L^C23
356,0I1W.L^A17
357,0I2T.L^D21
358,0I3F.L^C20
359,0I3L.L^D21
360,0I3T.L^A22
361,0I5U.L^D19
362,0I7T.L^C22
363,0I8Q.L^B21
364,0I8R.L^A23
365,0I8S.L^D10
366,0I92.L^C22
367,0IA0.L^C19
368,0IAF.L^C19
369,0IAJ.L^C19
370,0IAL.L^C19
371,0IAO.L^C19
372,0IBD.L^D22
373,0IBF.L^D22
374,0ICQ.L^B21
375,0ICX.L^D10
376,0ID0.L^A23
377,0IDF.L^D09
378,0IEO.L^D21
379,0IFZ.L^D19
380,0IG1.L^D20
381,0IIU.L^C20
382,0IJA.L^D10
383,0IKM.L^D21
384,0IM7.L^K19
385,0IMP.L^D10
386,0IP9.L^D10
387,0IPC.L^D21
388,0IPO.L^B09
389,0IQH.L^D10
390,0IQL.L^C19
391,0IQT.L^C19
392,0IR7.L^C19
393,0IRC.L^C19
394,0IRQ.L^D10
395,0IUO.L^D21
396,0IV8.L^C19
397,0IVI.L^D20
398,0IVK.L^C19
399,0IVY.L^C19
400,0IWH.L^E09
401,0IXD.L^B21
402,0IZB.L^D19
403,0IZS.L^C19
404,0J00.L^K19
405,0J09.L^C19
406,0J2P.L^C19
407,0J35.L^B23
408,0J4A.L^D19
409,0J4B.L^C19
410,0J4M.L^D10
411,0J4S.L^C19
412,0J56.L^C19
413,0J5Y.L^D20
414,0J64.L^C20
415,0J7A.L^D20
416,0J7U.L^K20
417,0J99.L^C09
418,0JB5.L^B18
419,0JBM.L^B18
420,0JD7.L^D19
421,0JFP.L^A23
422,0JHD.L^C23
423,0JHK.L^C20
424,0JNY.L^B09
425,0JNZ.L^D21
426,0JOL.L^C09
427,0JPK.L^D19
428,0JQ8.L^B22
429,0JSS.L^C20
430,0JU4.L^D19
431,0JUB.L^D19
432,0JUC.L^C18
433,0JX8.L^C19
434,0JZL.L^C19
435,0K0K.L^B23
436,0K14.L^C23
437,0K1B.L^D19
438,0K1K.L^C19
439,0K2B.L^C19
440,0K2O.L^C19
441,0K2Z.L^C19
442,0K38.L^C19
443,0K3Q.L^C20
444,0K4F.L^D10
445,0K62.L^D19
446,0K77.L^B22
447,0K7L.L^C20
448,0K7P.L^C19
449,0K7Q.L^C19
450,0K8E.L^D21
451,0K9K.L^C22
452,0KAM.L^C19
453,0KAO.L^D19
454,0KC4.L^D10
455,0KCA.L^D10
456,0KCJ.L^D10
457,0KD4.L^C15
458,0KD8.L^A19
459,0KF4.L^C19
460,0KH6.L^D22
461,0KJ1.L^K19
462,0KJ3.L^D19
463,0KLH.L^D21
464,0KNT.L^A19
465,0KUI.L^C20
466,0KVO.L^C19
467,0KVQ.L^C19
468,0KYP.L^D21
469,0L3A.L^C20
470,0L48.L^D19
471,0L5Q.L^D19
472,0L8L.L^D21
473,0LAE.L^C20
474,0LCQ.L^C22
475,0LD1.L^A21
476,0LEI.L^C18
477,0LEP.L^C20
478,0LFD.L^D21
479,0LG1.L^C20
480,0LHJ.L^D21
481,0LI7N.L^D19
482,0LN5.L^J22
483,0LN9.L^A20
484,0LNK.L^D15
485,0LNU.L^C22
486,0LO8.L^K22
487,0LOG.L^J12
488,0LPF.L^D21
489,0LPI.L^D10
490,0LQ5.L^C19
491,0LR8.L^C20
492,0LRY.L^B18
493,0LT2.L^B18
494,0LVT.L^D20
495,0M0X.L^D21
496,0M2V.L^A22
497,0M3D.L^C19
498,0M3O.L^C22
499,0M42.L^D10
500,0M4R.L^C22
501,0M5R.L^C19
502,0M7S.L^C19
503,0M83.L^D21
504,0M8L.L^C19
505,0MAM.L^C13
506,0MB1.L^C19
507,0MBU.L^D10
508,0MC2.L^B20
509,0MCE.L^D21
510,0MCR.L^D21
511,0ME3.L^C19
512,0ME6.L^C19
513,0MEJ.L^C20
514,0MFT.L^A23
515,0MGN.L^J22
516,0MK4.L^D15
517,0MMD.L^B17
518,0MN2.L^C19
519,0MRD.L^C19
520,0MS7.L^D10
521,0MSA.L^B18
522,0MSF.L^D21
523,0MSG.L^B22
524,0MSU.L^D21
525,0MV7.L^C19
526,0MWV.L^A23
527,0MYU.L^C23
528,0MZV.L^C22
529,0N1M.L^B12
530,0N1Q.L^C19
531,0N2L.L^D14
532,0N34.L^C19
533,0N3Q.L^B11
534,0NA1.L^B17
535,0NBF.L^C19
536,0ND7.L^C19
537,0ND8.L^C23
538,0NFL.L^D20
539,0NFQ.L^C19
540,0NGN.L^D23
541,0NH3.L^C19
542,0NH7.L^D21
543,0NKF.L^C19
544,0NM8.L^J18
545,0NMI.L^D19
546,0NNE.L^C22
547,0NNK.L^C19
548,0NPA.L^C19
549,0NPN.L^C19
550,0NPW.L^D21
551,0NQB.L^C19
552,0NRD.L^B18
553,0NRV.L^B22
554,0NSE.L^C19
555,0NSX.L^C19
556,0NTW.L^A17
557,0NUB.L^C20
558,0NV2.L^D20
559,0NV8.L^A11
560,0NVE.L^D16
561,0NWA.L^A23
562,0NWB.L^A23
563,0NWR.L^A17
564,0NYK.L^B18
565,0O0H.L^C19
566,0O1T.L^D22
567,0O23.L^C17
568,0O2D.L^A16
569,0O2Y.L^B18
570,0O3N.L^A22
571,0O3O.L^D21
572,0O4J.L^D21
573,0O60.L^D21
574,0O6E.L^K19
575,0O7T.L^D19
576,0O8R.L^C19
577,0OAV.L^C19
578,0OAX.L^C19
579,0OAZ.L^C19
580,0OB0.L^D15
581,0OBT.L^C19
582,0OBZ.L^C20
583,0OCK.L^D21
584,0OCP.L^C19
585,0OD5.L^D21
586,0ODC.L^A17
587,0ODF.L^C19
588,0ODJ.L^K21
589,0ODL.L^C20
590,0OEE.L^C19
591,0OF0.L^C19
592,0OFJ.L^C19
593,0OG4.L^D19
594,0OGI.L^C19
595,0OGO.L^C23
596,0OGZ.L^C19
597,0OHL.L^B22
598,0OI1.L^C19
599,0OIX.L^D21
600,0OJP.L^C19
601,0OJR.L^D21
602,0OJT.L^C19
603,0OJV.L^D21
604,0OKI.L^C19
605,0OL0.L^C23
606,0OL5.L^C19
607,0OMM.L^C19
608,0OMX.L^C21
609,0ONF.L^C19
610,0OOK.L^C19
611,0OOT.L^C19
612,0OP3.L^C19
613,0OP4.L^C19
614,0OPT.L^D21
615,0OPW.L^D22
616,0OQF.L^D21
617,0OQM.L^D20
618,0OQR.L^A22
619,0P1A.L^C19
620,0P1R.L^C11
621,0P2I.L^C19
622,0P2R.L^D21
623,0P2U.L^D21
624,0P35.L^D11
625,0P3N.L^K22
626,0P4Z.L^K19
627,0P6G.L^J20
628,0Q2S.L^K20
629,0Q2U.L^A19
630,0Q31.L^C22
631,0Q34.L^C19
632,0Q39.L^D21
633,0Q3F.L^D21
634,0Q3O.L^C19
635,0Q3U.L^C23
636,0Q4B.L^C19
637,0Q4I.L^B21
638,0Q4O.L^D20
639,0Q4Z.L^D21
640,0Q61.L^C18
641,0Q68.L^D21
642,0Q6E.L^D21
643,0Q6F.L^C19
644,0Q6N.L^A15
645,0Q6Z.L^C19
646,0Q79.L^C19
647,0Q7A.L^C19
648,0Q7H.L^C19
649,0Q7K.L^D20
650,0Q86.L^C19
651,0Q97.L^D21
652,0QB9.L^B17
653,0QC6.L^D23
654,0QCW.L^D21
655,0QDG.L^C19
656,0QDZ.L^D15
657,0QEQ.L^F21
658,0QF3.L^C20
659,0QFB.L^D18
660,0QFZ.L^C19
661,0QG0.L^D21
662,0QHO.L^D16
663,0QHW.L^K19
664,0QIC.L^F19
665,0QID.L^C15
666,0QIN.L^B18
667,0QJ8.L^K19
668,0QJU.L^B21
669,0QKJ.L^D23
670,0QKZ.L^B21
671,0QL4.L^B21
672,0QL9.L^B21
673,0QLC.L^C19
674,0QLE.L^D23
675,0QLH.L^B21
676,0QLI.L^B21
677,0QM0.L^B21
678,0QMC.L^D23
679,0QMN.L^B21
680,0QN4.L^B21
681,0QN9.L^B21
682,0QNW.L^D21
683,0QO0.L^B21
684,0QOE.L^B21
685,0QOX.L^B21
686,0QP0.L^B21
687,0QP8.L^B21
688,0QPN.L^B21
689,0QPT.L^B21
690,0QQB.L^J20
691,0QQP.L^C18
692,0QQU.L^B21
693,0QQW.L^B21
694,0QRT.L^D19
695,0QRX.L^B19
696,0QSD.L^D21
697,0QSL.L^D21
698,0QTP.L^C20
699,0QU4.L^B21
700,0QUD.L^F20
701,0QV5.L^B22
702,0QVE.L^B21
703,0QWE.L^A23
704,0QXQ.L^A21
705,0QY1.L^A17
706,0QYT.L^A23
707,0QYW.L^D19
708,0QZ9.L^D19
709,0R00.L^F22
710,0R05.L^J19
711,0R0R.L^B19
712,0R17.L^C20
713,0R2A.L^F22
714,0R36.L^C18
715,0R3F.L^E21
716,0R42.L^A17
717,0R4L.L^A18
718,0R5G.L^D21
719,0R6J.L^A22
720,0R6N.L^B21
721,0R7E.L^A19
722,0R7I.L^E17
723,0R7Q.L^B20
724,0R8C.L^B17
725,0R8I.L^D21
726,0R8K.L^B21
727,0R8O.L^B22
728,0R8R.L^D18
729,0R8V.L^B21
730,0R8Y.L^C22
731,0R92.L^D21
732,0R9Y.L^F19
733,0RAL.L^A21
734,0RAN.L^A21
735,0RB5.L^C18
736,0RBN.L^B19
737,0RBO.L^C20
738,0RBP.L^A23
739,0RCE.L^B21
740,0RCF.L^B21
741,0RCJ.L^D17
742,0RCX.L^B21
743,0RD6.L^D22
744,0RE1.L^F16
745,0RE2.L^F16
746,0REC.L^D21
747,0REE.L^E16
748,0REM.L^B21
749,0REO.L^B21
750,0RF4.L^E16
751,0RF9.L^C23
752,0RFT.L^K19
753,0RGA.L^D22
754,0RHK.L^B21
755,0RHW.L^A23
756,0RJ1.L^C22
757,0RJ7.L^B18
758,0RJL.L^D23
759,0RJU.L^C19
760,0RJX.L^D21
761,0RK2.L^B22
762,0RK7.L^B18
763,0RKA.L^D21
764,0RKC.L^B18
765,0RKI.L^B20
766,0RKO.L^D21
767,0RKV.L^D21
768,0RMS.L^E23
769,0RNJ.L^C19
770,0ROL.L^D21
771,0ROR.L^B21
772,0RP1.L^D21
773,0RP2.L^B21
774,0RPM.L^D20
775,0RPW.L^F17
776,0RQ1.L^C21
777,0RQQ.L^C19
778,0RTN.L^B18
779,0RU1.L^E21
780,0RU9.L^B21
781,0S2F.L^E21
782,0SF5.L^C23
783,0SJQ.L^D21
784,0SU2.L^J20
786,0TCX.L^D21
787,0TCY.L^A18
788,0TKCa.L^C20
789,0U9H.L^F21
790,0UAI.L^C22
791,0UH9.L^C19
792,0UI4.L^D21
793,0UJG.L^K18
794,0UJW.L^A22
795,0UK8.L^C19
796,0ULT.L^C19
797,0UN3.L^D20
798,0UO9.L^D21
799,0UOW.L^C18
800,0UPZ.L^D20
801,0UQ0.L^B19
802,0UR5.L^A22
803,0UW3.L^D19
804,0UYG.L^D19
805,0V11I.L^D19
806,0V26.L^D19
807,0V49.L^D19
808,0V4M.L^D19
809,0V5J.L^D19
810,0V5R.L^C19
811,0V6V.L^A22
812,0V8F.L^D20
813,0VB6.L^D21
814,0VD1.L^C19
815,0VDK.L^C22
816,0VGZ.L^C19
817,0VKB.L^B21
818,0VOL.L^D19
819,0VOT.L^J20
820,0VQD.L^B21
821,0VQJ.L^B21
822,0VQS.L^B21
823,0VR2.L^B21
824,0VRQ.L^B21
825,0W1E.L^C22
826,0W2C.L^C19
827,0XUG.L^B21
828,0Y7T.L^D21
829,0YGUa.L^C23
830,0YWS.L^D21
831,0Z32.L^D20
832,0Z3O.L^C21
833,0Z6Y.L^D21
834,0ZI4.L^C19
835,1801q.L^J08
836,1925q.L^J08
837,2388q.L^J08
838,2501q.L^A03
839,2779q.L^D08
840,2914q.L^J08
841,3105.L^A03
842,31E.L^A11
843,3382q.L^J08
844,365.L^B07
845,365A.L^B07
846,365B.L^B07
847,4010.L^A03
848,4188q.L^J08
849,49BI.L^C19
850,5004q.L^C99
851,5406q.L^J08
852,5713q.L^J08
853,600011q.L^J08
854,600688q.L^J08
855,6301q.L^J08
856,6702.L^A03
857,6764.L^A03
858,6770q.L^J08
859,6773q.L^J08
860,6857q.L^J08
861,6954q.L^J08
862,6991q.L^J08
863,7011q.L^J08
864,7013q.L^J08
865,7203.L^A03
866,7713q.L^A94
867,7762q.L^A03
868,7912q.L^J08
869,7951.L^A03
870,7DIG.L^C23
871,8219q.L^A03
872,8231.L^A03
873,8305q.L^C03
874,8751.L^A03
