index,RIC
2451,GRTR.L^D11
2452,GRVq.L^E07
2453,GRWAn.L^A02
2454,GSLq.L^F11
2455,GSMC.L^B10
2456,GSMCe.L^B10
2457,GSMCx.L^B10
2458,GSRL.L^D18
2459,GTA.L^G98
2460,GTG.L^K06
2461,GTH.L^C00
2462,GTIL.L^A91
2463,GTSC.L^H16
2464,GTX.L^B10
2465,GTq.L^A00
2466,GVAL.L^E92
2467,GVBBq.L^F99
2468,GVC.L^I00
2469,GVOR.L^A92
2470,GVP.L^G21
2471,GVR.L^D04
2472,GVS.L^G02
2473,GVT.L^D04
2474,GWC.L^D97
2475,GWG.L^E05
2477,GWGA.L^I05
2478,GWI.L^C09
2479,GWIK.L^C17
2480,GWIN.L^C15
2481,GWR.L^A97
2482,GYG.L^B08
2483,GYMp.L^D05
2484,GYq.L^A00
2485,H1.L^A03
2486,HAGNq.L^E04
2487,HAIK.L^C18
2488,HALH.L^C19
2489,HALHx.L^C19
2490,HALL.L^H93
2491,HAML.L^E91
2492,HAMPen.L^E04
2493,HAMW.L^A12
2494,HANI.L^A03
2495,HAOG.L^B20
2496,HARJq.L^A12
2497,HARL.L^B92
2498,HARV.L^G21
2499,HATF.L^A03
2500,HATN.L^I90
2501,HAV.L^C01
2502,HAVE.L^H18
2503,HAWGq.L^A03
2504,HAY.L^D04
2505,HAYT.L^I17
2506,HBFJ.L^H96
2507,HBOS.L^A09
2508,HBRN.L^F22
2509,HBSC.L^I93
2510,HCEG.L^F11
2511,HCL.L^I08
2512,HCLL.L^D16
2513,HCMn.L^E94
2514,HCP.L^H99
2515,HCPr.L^B05
2516,HCU.L^H07
2517,HCX.L^D98
2518,HDDL.L^A03
2519,HDGB.L^D07
2520,HDGR.L^D91
2521,HDGls.L^D07
2522,HDGr.L^H06
2523,HDH.L^C00
2524,HDH.L^D97
2525,HDIq.L^A00
2526,HDL.L^B00
2527,HDLMq.L^A00
2528,HDU.L^G12
2529,HDUr.L^F02
2530,HDW.L^B05
2531,HDYA.L^A20
2532,HDYS.L^I06
2533,HDq.L^K07
2534,HEALq.L^A00
2535,HEC.L^C03
2536,HEG.L^A97
2537,HEM.L^G96
2538,HEMA.L^H04
2539,HEMA.L^I06
2540,HEPC.L^G93
2541,HERS.L^H19
2542,HFI.L^E06
2543,HFSq.L^F98
2544,HFX.L^I01
2545,HGF.L^I99
2546,HHIe.L^E97
2547,HHOr.L^F00
2548,HIBU.L^K13
2549,HICH.L^F08
2550,HICLc.L^F08
2551,HIN.L^E01
2552,HIS.L^F98
2553,HLO.L^F13
2554,HLT.L^E98
2555,HMEr.L^F01
2556,HMF.L^F10
2557,HMV_w.L^E02
2558,HOLMbq.L^K07
2559,HOLZq.L^F99
2560,HOTx.L^E14
2561,HOX.L^E14
2562,HOZ.L^E99
2563,HPA1a.L^E23
2564,HPIc.L^E98
2565,HSNT.L^K11
2566,HSR.L^E06
2567,HSTNr.L^E07
2568,HSTR.L^F90
2569,HTNS.L^F96
2570,HUA.L^F08
2571,HUAA.L^F08
2572,HUR.L^F23
2573,HWPq.L^K07
2574,HWW.L^F01
2575,HYDG.L^J20
2576,HYVE.L^E23
2577,HYWD.L^J09
2579,IAE.L^F17
2580,IATx.L^J12
2581,IBPO.L^E23
2582,IBTx.L^E07
2583,IBXL.L^F91
2584,ICAPd.L^E09
2585,ICAPe.L^E09
2586,ICAPf.L^E09
2587,ICAPx.L^E09
2588,ICAPxy.L^E09
2589,ICI_w.L^E93
2590,ICIn.L^E02
2591,ICM.L^F07
2592,ICMA.L^F07
2593,ICMB.L^F07
2594,ICN.L^K05
2595,ICU.L^E08
2596,ID2A.L^F20
2597,IDLS.L^F11
2598,IDOL.L^E08
2599,IDP.L^F22
2600,IECNg.L^E08
2601,IECNn.L^E08
2602,IEG.L^E05
2603,IEL.L^I11
2604,IEMc.L^J06
2605,IFNC.L^E09
2606,IINq.L^F09
2607,IIP.L
2608,IMED.L^E11
2609,IMJ.L^F11
2610,IMP.L^E08
2611,IMPx.L^E08
2612,IMY.L^F07
2613,IMZ.L^F95
2614,INBX.L^E08
2615,INC.L^E15
2616,INCE.L^E23
2617,INCEbq.L^F98
2618,INELq.L^F98
2619,INFO.L^E12
2620,INGG.L^G10
2621,INS.L^F94
2622,INTAI.L^F16
2623,INTO.L^F22
2624,IOG.L^E10
2625,IOI.L^F97
2626,IPEI.L^E21
2627,IPq.L^K07
2628,IRIS.L^J14
2630,IROq.L^F98
2631,IS.L^F03
2632,ISD.L^E08
2633,ISH.L^F13
2634,ISPHI.L^E11
2635,ISR.L^F00
2636,ITA.L^E14
2637,ITJ.L^F96
2638,ITQ.L^F18
2639,ITRK_w.L^E02
2640,ITS.L^E04
2641,ITWOq.L^E03
2642,IVPE.L^E11
2643,IVPGxy.L^F09
2644,IVT.L^K05
2645,IZO.L^K03
2646,JAIx.L^E14
2647,JBC.L^F05
2648,JBCA.L^F05
2649,JEFI.L^F22
2650,JEMCc.L^F11
2651,JGCc.L^K07
2652,JGG.L^F06
2653,JGGe.L^F06
2654,JHNSq.L^F95
2655,JINq.L^K08
2656,JNJq.L^K07
2657,JNPRq.L^K07
2658,JOGq.L^F98
2659,JPB.L^K20
2660,JPLH.L^F11
2661,JPR.L^K18
2662,JPSL.L^F16
2663,JPSx.L^F14
2664,JRK.L^J06
2665,JRTC.L^J04
2666,JRVSr.L^F98
2667,JSM.L^E12
2668,JTV.L^J08
2669,JTWO.L^F20
2670,JVH_w.L^F96
2671,JVPn.L^F94
2672,K17.L^F15
2673,KALMq.L^E96
2674,KAPE.L^E23
2675,KAZ.L^E21
2676,KBBNq.L^F98
2677,KBKBtq.L^F99
2678,KETpp.L^F94
2679,KIEg.L^F15
2680,KLMeu.L^E04
2681,KLRal.L^E94
2682,KMNL.L^F91
2683,KMq.L^E03
2684,KNOC.L^E00
2685,KOq.L^K07
2686,KPNq.L^E01
2687,KQIPq.L^E02
2688,KRMLz.L^F90
2689,KRV.L^F01
2690,KSC.L^E98
2691,KWIK.L^F98
2692,KYMM.L^E96
2693,KZO.L^E01
2694,LADB.L^E99
2695,LAM.L^J22
2696,LAMBtq.L^F99
2697,LAT.L^F07
2698,LATC.L^J15
2699,LBB.L^E16
2700,LCE.L^E91
2701,LCT.L^E11
2702,LEAD.L^F09
2703,LEEE.L^F12
2704,LEK.L^E22
2705,LEND.L
2706,LFC.L^J03
2707,LGD.L^E03
2708,LGHT.L^F19
2709,LGU.L^E04
2710,LIBL.L^E15
2711,LILq.L^F98
2712,LIONL.L^K18
2713,LJH.L^E04
2714,LKHDq.L^E02
2715,LKOH.L^F22
2716,LLDSx.L^E92
2717,LLT.L^F10
2718,LMI.L^F19
2719,LMKO.L^F09
2720,LOOA.L^E06
2721,LORq.L^E96
2722,LPI.L^F07
2723,LPK.L^K05
2724,LRL.L^F15
2725,LSAB.L^F21
2726,LSEb.L^F09
2727,LSH.L^F00
2728,LSMRx.L^E11
2729,LSRAT.L^E19
2730,LVLL.L^F99
2731,LWT.L^E94
2732,LWWL.L^E92
2733,LXB.L^E19
2734,LXSGq.L^K07
2735,MAGM.L^F11
2736,MAH.L^E96
2737,MAISM.L^F19
2738,MALV.L^I95
2739,MANX.L^E19
2740,MAPL.L^F09
2741,MARCI.L^E15
2742,MAS.L^E05
2743,MAXJ.L^F08
2744,MAXP.L^H14
2745,MCAn.L^F94
2746,MCDq.L^K07
2747,MCE.L^F05
2748,MCKS.L^E22
2749,MCKSc.L^G02
2750,MCN.L^F05
2751,MCYG.L^F92
2752,MDCM.L^E23
2753,MDG.L^F99
2754,MDGL.L^F92
2755,MDH.L^J03
2756,MDKA.L^I05
2757,MDM.L^F99
2758,MDME.L^J14
2759,MEDI.L^F17
2760,MEDIC.L^K13
2761,MEGR.L^E08
2762,MEK.L^E98
2763,MEM.L^J05
2764,MEMC.L^E91
2765,MEN.L^F04
2766,MGRM.L^K19
2767,MGTAa.L^E08
2768,MGTAb.L^E08
2769,MGTAc.L^E08
2770,MGTAd.L^E08
2771,MGTAe.L^E08
2772,MGTAi.L^E08
2773,MGTAx.L^E08
2774,MGTAxy.L^E08
2775,MHC.L^F05
2776,MIOT.L^J13
2777,MJG.L^E04
2778,MJH.L^E23
2779,MKLW.L^F19
2780,MKP.L^K05
2781,MKSb.L^E06
2782,MLA.L^K06
2783,MLC.L^J19
2784,MLCL.L^E91
2785,MLKF.L^F91
2786,MLPGq.L^K07
2787,MLVL.L^F90
2788,MMAa.L^E96
2789,MMHM.L^F22
2790,MMKVq.L^F99
2791,MML.L^E14
2792,MNA.L^F09
2793,MNDIx.L^K11
2794,MNP.L^F91
2795,MODM.L^J19
2796,MOR.L^F10
2797,MOSB.L^F20
2798,MPLE.L^F15
2799,MRF.L^E02
2800,MRO.L^E00
2801,MRR.L^K15
2802,MRSq.L^F08
2803,MRSr.L^F05
2804,MSK.L^E93
2805,MT.L^F07
2806,MTC.L
2807,MTELq.L^E98
2808,MTFB.L^F21
2809,MTGL.L^E92
2810,MTLB.L^K06
2811,MTM.L^E06
2812,MTUc.L^E96
2813,MTVL.L^F92
2814,MUBL.L^F19
2815,MUH.L^E01
2816,MUYo.L^F94
2817,MVE.L^F00
2818,MVLF.L^E06
2819,MWCL.L^F92
2820,MXCL.L^E21
2821,MXM.L^K12
2822,MXP.L^J15
2823,MYT.L^E18
2824,MYW.L^E05
2825,MYX.L^E94
2826,MZTC.L^F98
2827,N03.L^F15
2828,N21.L^F15
2829,NAEg.L^F98
2830,NAQ.L^F09
2831,NARS.L^F15
2832,NBE.L^F16
2833,NBF.L^J05
2834,NBLI.L^K13
2835,NBNK.L^F16
2836,NBUN.L^F15
2837,NCH.L^J08
2838,NCYe.L^J05
2839,NDH.L^F09
2840,NEW.L^K16
2841,NFND.L^E09
2842,NGEq.L^F98
2843,NHHq.L^K07
2844,NKTN.L^E20
2845,NLD.L^E12
2846,NLX.L^F07
2847,NMCN.L^J21
2848,NMI.L^E07
2849,NMSc.L^F94
2850,NNN.L^J06
2851,NOGO.L^E13
2852,NOVARE.L^F16
2853,NPH.L^E10
2854,NRMq.L^F05
2855,NRP.L^F99
2856,NTAPq.L^K07
2857,NTCq.L^F99
2858,NTML.L^E90
2859,NTVr.L^E08
2860,NTWX.L^F09
2861,NU.L^E00
2862,NUCA.L^E21
2863,NUG.L^F05
2864,NUGA.L^F05
2865,NUOG.L^E21
2866,NUSx.L^F07
2867,NZYMq.L^K07
2868,O32.L^F15
2869,O39.L^F15
2870,OCKr.L^F02
2871,OCT.L^E99
2872,OECq.L^E98
2873,OFF.L^J14
2874,OGC.L^E97
2875,OHTIq.L^F08
2876,OILeq.L^F05
2877,OKDr.L^E07
2878,OKYO.L^E23
2879,OLS.L^E00
2880,ONT.L^E04
2881,OOUT.L^F22
2882,OPET.L^F15
2883,OPHR.L^E19
2884,OPP.L^E22
2885,OPP.L^F02
2886,OPTS.L^E15
2887,ORAC.L^F13
2888,ORCAq.L^E08
2889,ORCLq.L^K07
2890,OREPq.L^F98
2891,OSP.L^F09
2892,OSUq.L^E16
2893,OTO.L^E07
2894,OTOx.L^E07
2895,OTV.L^F11
2896,OVN.L^F00
2897,OXBn.L^J03
2898,PACL.L^E20
2899,PAGe.L^F98
2900,PAH.L^E99
2901,PAHC.L^F10
2902,PALMq.L^K07
2903,PAQ.L^K04
2904,PAR.L^E03
2905,PARIq.L^F98
2906,PATZ.L^F02
2907,PATZa.L^F02
2908,PAYZ.L^E10
2909,PBR.L^G09
2910,PBTY.L^E14
2911,PCA2.L^H15
2912,PCARq.L^K07
2913,PCDL.L^I93
2914,PCFS.L^I17
2915,PCR.L^F06
2916,PCXq.L^E10
2917,PDH.L^E06
2918,PECO.L^E16
2919,PED.L^F09
2920,PEH.L^E01
2921,PEIi.L^E06
2922,PEIx.L^E06
2923,PEJR.L^F10
2924,PEM.L^E99
2925,PENG.L^G15
2926,PES.L^G95
2927,PEX.L^F00
2928,PFCO.L^G01
2929,PFI.L^G07
2930,PFLM.L^F15
2931,PGIe.L^F05
2932,PGP.L^E07
2933,PGPA.L^E07
2934,PGX.L^J07
2935,PGXA.L^I07
2936,PGq.L^K07
2937,PHAZq.L^E98
2938,PHD.L^G21
2939,PHRM.L^E16
2940,PII.L^G97
2941,PILA.L^F06
2942,PINx.L^I04
2943,PIXRq.L^H06
2944,PIZ.L^G03
2945,PIZC.L^G03
2946,PKNq.L^J05
2947,PKW.L^F11
2948,PKWL.L^E92
2949,PLIL.L^F93
2950,PLIe.L^E06
2951,PLW.L^E10
2952,PLYK.L^E92
2953,PMNA.L^F05
2954,PNNL.L^F90
2955,PNRG.L^E08
2956,POA.L^J03
2957,POGL.L^E10
2958,POLL.L^E09
2959,POLO.L^J20
2960,PON.L^J12
2961,POPWR.L^K09
2962,POPq.L^K07
2964,POR.L^F00
2965,PPI.L^E07
2966,PPIR.L^F15
2967,PPN.L^K11
2968,PPOL.L^F91
2969,PPTx.L^F13
2970,PRG.L^F08
2971,PRI.L^F03
2972,PRSC.L^E05
2973,PRSa.L^E96
2974,PSH.L^J06
2975,PST.L^E99
2976,PTD_p.L^E06
2977,PTO.L^K04
2978,PTWL.L^E91
2979,PTX.L^F10
2980,PTXu.L^F10
2981,PU12.L^F22
2982,PUT.L^F97
2983,PVI.L^K04
2984,PVL.L^F07
2985,PWL.L^F02
2986,PWSA.L^F11
2987,PYA.L^E99
2988,Q0F.L^F15
2989,QCOMq.L^K07
2990,QCq.L^F09
2991,QDEKq.L^E99
2992,QED.L^J15
2993,QMOT.L^J04
2994,QRESR.L^K11
2995,QUE.L^F05
2996,QUS.L^F05
2997,RACA.L^E05
2998,RAV.L^F09
2999,RAV.L^F22
3000,RAY.L^E10
3001,RBG.L^F10
3002,RBSn.L^F08
3003,RCOPq.L^F96
3004,RDI.L^E21
3005,RDWal.L^F94
3006,RDXB.L^F03
3007,REDL.L^J07
3008,REDOa.L^F93
3009,REEDr.L^E00
3010,REGI.L^F09
3011,REGRE.L^E14
3012,REH.L^E16
3013,REN.L^E03
3014,REPOfq.L^E96
3015,RESr.L^F07
3016,RETV.L^K08
3017,REVS.L^J07
3018,RGAL.L^F01
3019,RGN.L^F09
3020,RGSr.L^E14
3021,RGTL.L^F90
3022,RGZq.L^E08
3023,RGZxq.L^F07
3024,RHMCc.L^E22
3025,RIV.L^F22
3026,RJB.L^E01
3027,RMLA.L^F10
3028,RMPq.L^E21
3029,RNNGq.L^J08
3030,RNON.L^F90
3031,RNq.L^F99
3032,ROC.L^K09
3033,ROK.L^K10
3034,ROM.L^E11
3035,ROSS.L^E07
3036,ROWC.L^F97
3037,RPO.L^F16
3038,RRSL.L^F91
3039,RSBr.L^F07
3040,RSLA.L^F01
3041,RSSN.L^F91
3042,RUES.L^F13
3043,RUGBo.L^E10
3044,RUGC.L^E10
3045,RUGD.L^E10
3046,RUM.L^F99
3047,RVA.L^K08
3048,RZH.L^E00
3049,S59.L^F15
3050,S63.L^F15
3051,S68.L^F15
3052,SACS.L^E17
3053,SAFL.L^E19
3054,SAPO.L^F18
3055,SARq.L^F98
3056,SAT.L^F06
3057,SAV.L^F05
3058,SBGZq.L^F98
3059,SBRYr.L^F99
3060,SBVZq.L^E96
3061,SCA.L^E08
3062,SCCO.L^F96
3063,SCK.L^E02
3064,SCRT.L^F09
3065,SCS.L^F00
3066,SCSCS.L^K07
3067,SCVaq.L^F99
3068,SDH.L^E94
3069,SDIC.L^E11
3070,SDT.L^E03
3071,SE.L^K10
3072,SEIT.L^E12
3073,SENSS.L^F22
3074,SEPU.L^E17
3075,SER.L^K15
3076,SEROq.L^F07
3077,SESO.L^F96
3078,SGC.L^F22
3079,SGL.L^F09
3080,SGLA.L^F09
3081,SGNS.L^F23
3082,SGRS.L^K19
3083,SHAA.L^F17
3084,SHBaq.L^K07
3085,SHLF.L^E15
3086,SIB.L^E05
3087,SIFIq.L^K07
3088,SIIN.L^F13
3089,SIS.L^E94
3090,SKAbq.L^K07
3091,SKHG.L^E13
3092,SKI.L^K03
3093,SKq.L^F98
3094,SLD.L^E01
3095,SLFq.L^J08
3096,SLSx.L^F09
3097,SMENq.L^F99
3098,SMINb.L^K08
3099,SMR.L^F07
3100,SMTF.L^F11
3101,SNGT.L^K03
3102,SNLG.L^F99
3103,SOLBtq.L^F99
3104,SOR.L^F00
3105,SPD.L^E97
3106,SPF.L^E05
3107,SPG.L^F06
3108,SPGR.L^J09
3109,SPHr.L^E01
3110,SPK.L^E97
3111,SPMGr.L^K07
3112,SPRTC.L^F15
3113,SPWC.L^F07
3114,SPWD.L^F07
3115,SPWE.L^F07
3116,SPYH.L^F93
3117,SRR.L^F09
3118,SRx.L^F12
3119,SSA.L^F99
3120,SSMp.L^F00
3121,SSV.L^F12
3122,SSW.L^F99
3123,STCE.L^F09
3124,STGC.L^E12
3125,STKC.L^F10
3126,STLO.L^J19
3127,STLY.L^F92
3128,STN.L^K04
3129,STOBr.L^F08
3130,STRST.L^J19
3131,STSA.L^E05
3132,SUBR.L^F08
3133,SUE.L^E95
3134,SUF.L^E03
3135,SUM.L^F95
3136,SUMU.L^E08
3137,SUZFq.L^F97
3138,SVI.L^F17
3139,SVRr.L^E94
3140,SWAP.L^F17
3141,SWJ.L^J15
3142,SYS.L^E11
3143,T39X.L^F15
3144,TAIH.L^E17
3145,TAPe.L^E06
3146,TAU.L^J19
3147,TBZA.L^F17
3148,TCHG.L^J09
3149,TCHL.L^E91
3150,TDKCq.L^E94
3151,TEA.L^F16
3152,TECPq.L^F99
3153,TEG.L^F98
3154,TEL2bq.L^K07
3155,TEL2eu.L^E08
3156,TER.L^F99
3157,TETH.L^K17
3158,TFG.L^E04
3159,THE.L^E07
3160,TILST.L^J21
3161,TLABq.L^K07
3162,TLWr.L^E94
3163,TMR.L^G03
3164,TNLr.L^F01
3165,TNO.L^J13
3166,TPA.L^F08
3167,TPAx.L^F08
3168,TPIq.L^F07
3169,TPL.L^E17
3170,TRBO.L^E13
3171,TRITT.L^F17
3172,TRMUc.L^F08
3173,TRMUx.L^F08
3174,TRN.L^E05
3175,TROU.L^E08
3176,TRSr.L^E02
3177,TSBA.L^E15
3178,TSF.L^E02
3179,TSL.L^E08
3180,TTG.L^E01
3181,TTT.L^E05
3182,TTVL.L^G93
3183,TUNA.L^F22
3184,TUNG.L^F22
3185,TVCH.L^G14
3186,TWG.L^G05
3187,TWT.L^G08
3188,U14.L^F15
3189,U96.L^F15
3190,UBIS.L^F00
3191,UCCq.L^E99
3192,UCL.L^E06
3193,UCL.L^K08
3194,UCP.L^E16
3196,UDG.L^H21
3197,UEXU.L^F21
3198,UKS.L^E98
3199,UMGq.L^F98
3200,UNGP.L^F95
3201,UNTn.L^E94
3202,UPF.L^F99
3203,URB.L^I06
3204,URBq.L^I97
3205,USLJ.L^H96
3206,UTHq.L^F98
3207,UTXq.L^K07
3208,UUag.L^F05
3209,UVS.L^F07
3210,VAN.L^E08
3211,VEL.L^E11
3212,VELA.L
3213,VER.L^J18
3214,VMFNq.L^E98
3215,VOC.L^E05
3216,VOESq.L^K08
3217,VRP.L^J20
3218,VTI.L^F08
3219,VTRn.L^F94
3220,VWI.L^F98
3221,WAGL.L^E92
3222,WAP.L^E03
3223,WATT.L^E99
3224,WBYr.L^E98
3225,WCR.L^E98
3226,WDSA.L^F06
3227,WDSW.L^F06
3228,WEY.L^E21
3229,WFC.L^F11
3230,WGC.L^F06
3231,WGRL.L^F92
3232,WG_w.L^F02
3233,WHC.L^E99
3234,WHOG.L^E08
3235,WHSO.L^F97
3236,WHT.L^K06
3237,WHWY.L^E93
3238,WICHe.L^F07
3239,WIK.L^F94
3240,WINGq.L^K07
3241,WJO.L^E96
3242,WKT.L^E09
3243,WLFDq.L^E96
3244,WLG.L^F95
3245,WLKA.L^F06
3246,WLN.L^F05
3247,WLNA.L^F05
3248,WLRS.L^E92
3249,WMG.L^F05
3250,WMH_w.L^F02
3251,WMS.L^F05
3252,WMU.L^F98
3253,WMYLr.L^E92
3254,WNFD.L^F01
3255,WNH.L^F99
3256,WPR.L^E13
3257,WRESW.L^E22
3258,WRTS.L^F90
3259,WSNC.L^K03
3260,WSW.L^E07
3261,WTIL.L^F92
3262,WTIq.L^E98
3263,WTL.L^F04
3264,WTLL.L^E91
3265,WTMA.L^F17
3266,X.L^E91
3267,XCH.L^F16
3268,XELX.L^K16
3269,XPG.L^J08
3270,XPSA.L^E18
3271,XTA.L^E13
3272,XTL.L^J07
3273,Y92.L^F15
3274,YES.L^E00
3275,YGP.L^F04
3276,YIMB.L^E01
3277,YON.L^F01
3278,YVLL.L^E91
3279,Z74.L^F15
3280,ZEMA.L^E14
3281,ZGO.L^E99
3282,ZHEH.L^E23
3283,ZIP.L^F09
3284,ZOX.L^E17
3285,ZRL.L^F09
3286,ZRNq.L^F98
