Instrument,TR.BUILDINGSGROSS,TR.BUILDINGSGROSS.CALCDATE
NOGN.L,,2013-04-22
NOGN.L,5654813.46,2013-07-22
NOGN.L,,2013-11-20
NOGN.L,18656056.87,2014-04-22
NOGN.L,,2014-05-28
NOGN.L,,2014-08-28
NOGN.L,,2014-10-31
NOGN.L,20225483.58,2015-03-25
NOGN.L,,2015-04-30
NOGN.L,,2015-08-25
NOGN.L,,2015-10-27
NOGN.L,,2016-03-30
NOGN.L,,2016-04-27
NOGN.L,,2016-08-30
NOGN.L,,2016-11-23
NOGN.L,,2017-03-28
NOGN.L,,2017-05-22
NOGN.L,,2017-08-29
NOGN.L,,2017-11-21
NOGN.L,,2018-03-27
NOGN.L,,2018-05-22
NOGN.L,,2018-08-21
NOGN.L,,2018-11-27
NOGN.L,,2019-03-26
NOGN.L,,2019-05-21
NOGN.L,,2019-08-20
NOGN.L,,2019-10-29
NOGN.L,,2020-04-30
NOGN.L,,2020-05-19
NOGN.L,,2020-08-18
NOGN.L,,2020-11-17
NOGN.L,,2021-04-27
NOGN.L,,2021-05-18
NOGN.L,,2021-08-17
NOGN.L,,2021-11-16
NOGN.L,,2022-05-05
NOGN.L,,2022-05-06
NOGN.L,,2022-07-29
NOGN.L,,2022-11-22
NOGN.L,,2022-12-31
NOGN.L,,2023-04-28
SPI.L,,2013-03-31
SPI.L,,2013-06-30
SPI.L,,2013-09-30
SPI.L,186500000.0,2013-12-31
SPI.L,171600000.0,2014-07-09
SPI.L,,2014-08-28
SPI.L,,2014-09-30
SPI.L,,2014-12-30
SPI.L,,2015-03-30
SPI.L,,2015-08-21
SPI.L,,2015-09-30
SPI.L,,2015-12-30
SPI.L,,2016-03-30
SPI.L,,2016-08-25
SPI.L,,2016-09-30
SPI.L,,2016-12-30
SPI.L,,2017-03-30
SPI.L,,2017-09-14
SPI.L,,2017-09-30
SPI.L,,2017-12-30
SPI.L,,2018-03-30
SPI.L,,2018-09-18
SPI.L,,2018-09-30
SPI.L,,2018-12-30
SPI.L,,2019-03-30
SPI.L,,2019-09-16
SPI.L,,2019-09-30
SPI.L,,2019-12-30
SPI.L,,2020-03-30
SPI.L,,2020-09-17
SPI.L,,2020-09-30
SPI.L,,2020-12-30
SPI.L,,2021-03-30
SPI.L,,2021-09-09
SPI.L,,2021-09-30
SPI.L,,2021-12-30
SPI.L,,2022-03-30
SPI.L,,2022-09-08
SPI.L,,2022-09-30
SPI.L,,2023-03-02
SMV.L,,
BGLF.L,,
EPWN.L,,
SAVES.L,,
EQLS.L,,
IUG.L,,
HEIQ.L,,
AQSG.L,,
SCTS.L,,
GAMA.L,,
FULH.L,,
C4XD.L,,
EPICE.L,,
NNNN.L,,
MAB1.L,,
QTX.L,,
FEVR.L,,
TUNE.L,,
GFIN.L,,
MERCM.L,,
ALLA.L,,
EVG.L,,
INDV.L,,
REDX.L,,
IDHC.L,,2020-06-02
IDHC.L,,2020-09-02
IDHC.L,,2020-11-19
IDHC.L,,2021-05-19
IDHC.L,,2021-06-02
IDHC.L,13786346.6130268,2021-09-02
IDHC.L,15389134.4117272,2021-11-16
IDHC.L,16573763.1545338,2022-04-21
IDHC.L,,2022-06-08
IDHC.L,18813259.5565032,2022-09-12
IDHC.L,20687446.1816316,2022-11-17
IDHC.L,17910672.0351657,2023-04-06
IDHC.L,16328112.1973984,2023-06-01
VOXV.L,,
HSS.L,,
SCSS.L,,
KINO.L,,2013-10-31
KINO.L,193000.0,2014-01-31
KINO.L,,2014-04-30
KINO.L,,2014-07-31
KINO.L,193000.0,2015-03-06
KINO.L,,2015-06-29
KINO.L,,2015-06-30
KINO.L,,2015-12-09
KINO.L,,2015-12-30
KINO.L,,2016-03-30
KINO.L,,2016-06-30
KINO.L,,2016-12-16
KINO.L,,2016-12-30
KINO.L,,2017-03-30
KINO.L,,2017-06-30
KINO.L,,2017-11-21
KINO.L,,2017-12-30
KINO.L,,2018-03-30
KINO.L,,2018-06-30
KINO.L,,2018-12-11
KINO.L,,2018-12-30
KINO.L,,2019-03-30
KINO.L,,2019-06-30
KINO.L,,2019-12-19
KINO.L,,2019-12-30
KINO.L,,2020-03-30
KINO.L,,2020-06-30
KINO.L,,2020-12-01
KINO.L,,2020-12-30
KINO.L,,2021-03-30
KINO.L,,2021-06-30
KINO.L,,2021-12-07
KINO.L,,2021-12-30
KINO.L,,2022-03-30
KINO.L,,2022-06-30
KINO.L,,2022-11-28
KINO.L,,2022-12-31
VSLV.L,,
SURS.L,,
ECEL.L,,
WIZZ.L,,
NSF.L,,
DFSD.L,,
INOV.L,,
RBG.L,,
AUTOA.L,,
ZEG.L,,
CHLL.L,,
WPHO.L,,
MTRO.L,,
CBP.L,,
KATK.L,,
KCR.L,,
AEWU.L,,
BBB.L,,
GTLY.L,,
PSDL.L,,
G4M.L,,
APAX.L,,
PRTC.L,,
CRN.L,,
AGRP.L,,
ORCH.L,,
KNOS.L,,
EVST.L,,
GYM.L,,
HMI.L,,
SSIF.L,,
FARN.L,,
IBST.L,,
GABIG.L,,
UPL.L,,
HSW.L,,
RGLR.L,,
HEMO.L,,
UOGU.L,,
SCGL.L,,
MRON.L,,
BMV.L,,
SERE.L,,
GROW.L,,
VMUK.L,,
ANGSA.L,,
NFXN.L,,
ASCL.L,,2014-09-30
ASCL.L,15900000.0,2014-12-31
ASCL.L,,2015-03-30
ASCL.L,,2015-06-30
ASCL.L,17000000.0,2015-09-30
ASCL.L,,2015-12-30
ASCL.L,,2016-03-30
ASCL.L,,2016-08-01
ASCL.L,,2016-09-30
ASCL.L,,2016-12-30
ASCL.L,,2017-03-30
ASCL.L,,2017-07-24
ASCL.L,,2017-09-30
ASCL.L,,2017-12-30
ASCL.L,,2018-03-30
ASCL.L,,2018-07-23
ASCL.L,,2018-09-30
ASCL.L,,2018-12-30
ASCL.L,,2019-03-30
ASCL.L,,2019-07-22
ASCL.L,,2019-09-30
ASCL.L,,2019-12-30
ASCL.L,,2020-03-30
ASCL.L,,2020-07-27
ASCL.L,,2020-09-30
ASCL.L,,2020-12-30
ASCL.L,,2021-03-30
ASCL.L,,2021-07-26
ASCL.L,,2021-09-30
ASCL.L,,2021-12-30
ASCL.L,,2022-03-30
ASCL.L,,2022-08-01
ASCL.L,,2022-09-30
ASCL.L,,2023-03-30
DVTD.L,,
CMCX.L,,
STXS.L,,
YU.L,,
CER.L,,
CLCCA.L,,
WJG.L,,
MRLM.L,,
HOTC.L,,
FORT.L,,
SHED.L,,
OSIO.L,,
ONCON.L,,
MIDWM.L,,
TMOT.L,,
TOOP.L,,
MOTR.L,,
DCTA.L,,
ACRL.L,,
COM.L,,
XPF.L,,
BOWL.L,,
GCAT.L,,
VEILV.L,,
ICONI.L,,
FRAN.L,,
TBCG.L,,
AUTGA.L,,
APQ.L,,
LOOP.L,,
FPP.L,,
EGL.L,,
PMIP.L,,
CTEC.L,,
MILA.L,,
BIH.L,,
LUCEL.L,,
VANL.L,,
GCG.L,,
CSH.L,,
OBD.L,,
W7L.L,,
CREO.L,,
RMII.L,,
SFOR.L,,
GVMH.L,,
STHP.L,,
DVNO.L,,
IHR.L,,
RBWR.L,,
DEC.L,,
LXIL.L,,
RFXR.L,,
ARIX.L,,
CORO.L,,
EML.L,,
XPS.L,,
UPGS.L,,
BPCR.L,,
SHIP.L,,
MGPM.L,80000.0,2015-09-30
MGPM.L,97000.0,2015-12-31
MGPM.L,,2016-03-30
MGPM.L,,2016-06-30
MGPM.L,97000.0,2016-09-30
MGPM.L,97000.0,2016-12-31
MGPM.L,,2017-03-30
MGPM.L,,2017-09-18
MGPM.L,,2017-09-30
MGPM.L,,2017-12-30
MGPM.L,,2018-03-30
MGPM.L,,2018-09-12
MGPM.L,,2018-09-30
MGPM.L,,2018-12-30
MGPM.L,,2019-03-30
MGPM.L,,2019-09-09
MGPM.L,,2019-09-30
MGPM.L,,2019-12-30
MGPM.L,,2020-03-30
MGPM.L,,2020-06-30
MGPM.L,,2020-09-30
MGPM.L,,2020-12-30
MGPM.L,,2021-03-30
MGPM.L,,2021-09-27
MGPM.L,,2021-09-30
MGPM.L,,2021-12-30
MGPM.L,,2022-03-30
MGPM.L,,2022-09-27
MGPM.L,,2022-09-30
MGPM.L,,2023-03-29
SBTX.L,,
DKE.L,,
DGI.L,,
DVRG.L,,
LDG.L,,
ALPH.L,,
EJFI.L,,
TEG.L,,
VDTK.L,,
GPH.L,,
KNB.L,,
VELV.L,,
GFHG.L,,
I3E.L,,
ALFAAL.L,,
PRSR.L,,
AIREA.L,,
RESIR.L,,
DPEU.L,,2016-03-31
DPEU.L,,2016-06-30
DPEU.L,,2016-09-30
DPEU.L,,2016-12-31
DPEU.L,13179558.1723626,2017-07-03
DPEU.L,,2017-09-19
DPEU.L,,2017-09-30
DPEU.L,,2017-12-30
DPEU.L,,2018-03-30
DPEU.L,,2018-09-11
DPEU.L,,2018-09-30
DPEU.L,,2018-12-30
DPEU.L,,2019-03-30
DPEU.L,,2019-09-11
DPEU.L,,2019-09-30
DPEU.L,,2019-12-30
DPEU.L,,2020-03-30
DPEU.L,,2020-07-21
DPEU.L,,2020-09-30
DPEU.L,,2020-12-30
DPEU.L,,2021-03-30
DPEU.L,,2021-06-30
DPEU.L,,2021-09-30
DPEU.L,,2021-12-30
DPEU.L,,2022-03-30
DPEU.L,,2022-07-21
DPEU.L,,2022-09-30
DPEU.L,,2023-01-30
PXC.L,,
ENET.L,,
JANJ.L,,
TAMT.L,,
ROC.L,,
SONG.L,,
NEXSN.L,,
SUPR.L,,
ANG.L,,
QUIZ.L,,
GETB.L,,
450.L,,
SOHO.L,,
KETL.L,,
XPD.L,,
ASIA.L,,
WHRW.L,,
CHF.L,,
DEST.L,,
SPRSP.L,,
CZN.L,,
CORAC.L,,
AFM.L,,
ORNT.L,,
TIFS.L,,
RHIM.L,,
ATM.L,,
SBRE.L,,
BAKK.L,,
KEYS.L,,
TENG.L,,
CPC.L,,
BKSB.L,,
MIRI.L,,
0M8W.L,,2009-03-31
0M8W.L,,2009-06-30
0M8W.L,,2009-09-30
0M8W.L,,2010-04-30
0M8W.L,,2010-05-18
0M8W.L,42129488.13,2010-08-30
0M8W.L,,2010-11-18
0M8W.L,49010442.57,2011-04-29
0M8W.L,,2011-05-20
0M8W.L,,2011-08-31
0M8W.L,,2011-11-17
0M8W.L,53846985.21,2012-04-26
0M8W.L,,2012-05-17
0M8W.L,46613825.18,2012-08-27
0M8W.L,,2012-09-30
0M8W.L,,2013-04-19
0M8W.L,,2013-08-26
0M8W.L,47096489.64,2013-09-26
0M8W.L,,2013-10-16
0M8W.L,,2014-02-05
0M8W.L,,2014-03-31
0M8W.L,20783390.74,2014-08-26
0M8W.L,,2014-09-30
0M8W.L,,2015-04-23
0M8W.L,,2015-05-19
0M8W.L,,2015-08-31
0M8W.L,,2015-09-30
0M8W.L,,2015-12-31
0M8W.L,,2016-03-31
0M8W.L,,2016-08-31
0M8W.L,,2016-09-30
0M8W.L,,2016-12-31
0M8W.L,,2017-03-31
0M8W.L,,2017-06-30
0M8W.L,,2017-09-30
0M8W.L,,2017-12-31
0M8W.L,,2018-03-31
0M8W.L,,2018-06-30
0M8W.L,,2018-09-30
0M8W.L,,2018-12-31
0M8W.L,,2019-03-31
0M8W.L,,2019-06-30
0M8W.L,,2019-09-30
0M8W.L,,2019-12-31
0M8W.L,,2020-03-31
0M8W.L,,2020-06-30
0M8W.L,,2020-09-30
0M8W.L,,2020-12-31
0M8W.L,,2021-03-31
0M8W.L,,2021-06-30
0M8W.L,,2021-09-30
0M8W.L,,2021-12-31
0M8W.L,,2022-03-30
0M8W.L,,2022-09-29
0M8W.L,,2022-09-30
0M8W.L,,2023-05-01
ZNWD.L,,
STAST.L,,
ASLI.L,,
FAB.L,,
SEFA.L,,
PTRO.L,,
BELLB.L,,
ALGW.L,,
PPPP.L,,
PATP.L,,
QLT.L,,
AIQ.L,,
SURE.L,,
0W6K.L,,
OTMPO.L,,
TRU.L,,
ENOG.L,,
IHPI.L,,
EXRE.L,,
GRCG.L,,
JTC.L,,
POLX.L,,
LSAA.L,,
GSF.L,,
KP2.L,,
FNTL.L,,
KRMK.L,,
OIT.L,,
RBGP.L,,
TM17.L,,
SUP.L,,
SENX.L,,
PRDP.L,,
EBOX.L,,
AQX.L,,
CGEO.L,,
CRDL.L,,
TGPT.L,,
YCA.L,,
KGHK.L,,
INX.L,,
BLOE.L,,
AMGO.L,,
ANXA.L,,
AIE.L,,
ARB.L,,
RAI.L,,
CBOX.L,,
MIND.L,,
ASAI.L,,
LETS.L,,
WOSG.L,,
KRPZ.L,,
CBACE.L,,
WRKS.L,,
TWD.L,,
GR1T.L,,
KAV.L,,
DISHB.L,,
JSE.L,,
RENX.L,,
FCH.L,,
MMIT.L,,
AML.L,,
TRR.L,,
GRID.L,,
CEL.L,,
AJBA.L,,
COBR.L,,
MGCI.L,,
TPXT.L,,
AAF.L,,2018-06-30
AAF.L,,2018-09-30
AAF.L,,2018-12-31
AAF.L,,2019-03-31
AAF.L,,2019-07-26
AAF.L,80573130.0,2019-10-25
AAF.L,,2020-01-28
AAF.L,78112160.0,2020-05-13
AAF.L,,2020-07-24
AAF.L,75100310.0,2020-10-23
AAF.L,,2021-01-29
AAF.L,69671040.0,2021-05-12
AAF.L,,2021-07-29
AAF.L,72001160.0,2021-10-28
AAF.L,,2022-02-04
AAF.L,73098240.0,2022-05-11
AAF.L,,2022-07-28
AAF.L,81541460.0,2022-10-27
AAF.L,,2023-02-01
AAF.L,74596360.0,2023-05-11
GST.L,,
SEIT.L,,
FCAP.L,,
MANO.L,,
LITL.L,,
OBOR.L,,
DWF.L,,
DXRX.L,,
MNTN.L,,
FARF.L,,
LGRS.L,,
NETW.L,,
TPON.L,,
BRESB.L,,
EISB.L,,
DFCH.L,,
INHC.L,,
ESYS.L,,
TRNT.L,,
AGFX.L,,
MNRG.L,,
BSFAB.L,,
MUST.L,,
BRCK.L,,
JARA.L,,
NWOR.L,,
HTWS.L,,2017-03-31
HTWS.L,,2017-06-30
HTWS.L,,2017-09-30
HTWS.L,,2018-02-12
HTWS.L,,2018-03-31
HTWS.L,958577.22,2018-06-30
HTWS.L,983269.98,2018-11-15
HTWS.L,1020611.76,2019-02-26
HTWS.L,2322919.8,2019-05-12
HTWS.L,2408426.88,2019-08-15
HTWS.L,2483931.24,2019-11-14
HTWS.L,2338020.0,2020-04-02
HTWS.L,2496368.0,2020-05-14
HTWS.L,2419560.0,2020-08-13
HTWS.L,,2020-10-29
HTWS.L,2340384.0,2021-03-10
HTWS.L,,2021-05-20
HTWS.L,,2021-08-19
HTWS.L,,2021-10-28
HTWS.L,,2022-03-17
HTWS.L,,2022-05-05
HTWS.L,,2022-08-18
HTWS.L,,2022-11-03
HTWS.L,,2023-03-16
HTWS.L,,2023-05-18
MNG.L,,
ZAIM.L,,
LBE.L,,
PEBB.L,,
PUAL.L,,
ORIT.L,,
PALMP.L,,
SPECI.L,,
FRP.L,,
MMMM.L,,
N91.L,,
SYME.L,,
BFSP.L,,
PRE.L,,
ELIX.L,,
KOO.L,,
THG.L,,
VAREV.L,,
HOMEH.L,,
CRTM.L,,
TGRT.L,,
CLXC.L,,
MODE.L,,
GILDG.L,,
FNXF.L,,
TENT.L,,
VRCI.L,,
RHM.L,,
AMOI.L,,
GSEO.L,,
SBSI.L,,
CRE.L,,
HE1H.L,,
ADVT.L,,
BYIT.L,,
IIG.L,,
ABDX.L,,
VCAP.L,,
OHG.L,,
PNPL.L,,
NGHT.L,,
